Identifier,Label,Description,Created,Modified,History notes,Type,Parent identifiers,Parent labels,Mapping type,Mapped identifier,Mapped label,Mapped type,Theme
67,Council and community housing,,4/3/13,4/3/13,,Function,66,Housing,contains,1142,Caretaking,Service,Society
67,Council and community housing,,4/3/13,4/3/13,,Function,66,Housing,contains,711,Change of housing tenancy,Service,Society
67,Council and community housing,,4/3/13,4/3/13,,Function,66,Housing,contains,122,Communal heating charge,Service,Society
67,Council and community housing,,4/3/13,4/3/13,,Function,66,Housing,contains,1698,Demoted tenancy,Service,Society
67,Council and community housing,,4/3/13,4/3/13,,Function,66,Housing,contains,913,Empty residential properties,Service,Society
67,Council and community housing,,4/3/13,4/3/13,,Function,66,Housing,contains,1619,Ending housing tenancy,Service,Society
67,Council and community housing,,4/3/13,4/3/13,,Function,66,Housing,contains,712,Furnished tenancies,Service,Society
67,Council and community housing,,4/3/13,4/3/13,,Function,66,Housing,contains,115,Garage lettings,Service,Society
67,Council and community housing,,4/3/13,4/3/13,,Function,66,Housing,contains,85,Hard to let properties,Service,Society
67,Council and community housing,,4/3/13,4/3/13,,Function,66,Housing,contains,123,Home contents insurance,Service,Society
67,Council and community housing,,4/3/13,4/3/13,,Function,66,Housing,contains,912,House clearance and re-housing,Service,Society
67,Council and community housing,,4/3/13,4/3/13,,Function,66,Housing,contains,89,Housing allocation system,Service,Society
67,Council and community housing,,4/3/13,4/3/13,,Function,66,Housing,contains,87,Housing association  nomination and registration,Service,Society
67,Council and community housing,,4/3/13,4/3/13,,Function,66,Housing,contains,117,Housing evictions,Service,Society
67,Council and community housing,,4/3/13,4/3/13,,Function,66,Housing,contains,124,Housing insurance claims,Service,Society
67,Council and community housing,,4/3/13,4/3/13,,Function,66,Housing,contains,911,Housing referrals,Service,Society
67,Council and community housing,,4/3/13,4/3/13,,Function,66,Housing,contains,120,Housing rent,Service,Society
67,Council and community housing,,4/3/13,4/3/13,,Function,66,Housing,contains,148,Housing rent setting,Service,Society
67,Council and community housing,,4/3/13,4/3/13,,Function,66,Housing,contains,91,Housing tenant support,Service,Society
67,Council and community housing,,4/3/13,4/3/13,,Function,66,Housing,contains,713,Introductory council tenancies,Service,Society
67,Council and community housing,,4/3/13,4/3/13,,Function,66,Housing,contains,119,Late tenancy arrears,Service,Society
67,Council and community housing,,4/3/13,4/3/13,,Function,66,Housing,contains,88,Mutual home exchange,Service,Society
67,Council and community housing,,4/3/13,4/3/13,,Function,66,Housing,contains,157,Property deeds,Service,Society
67,Council and community housing,,4/3/13,4/3/13,,Function,66,Housing,contains,92,Registering for a council property,Service,Society
67,Council and community housing,,4/3/13,4/3/13,,Function,66,Housing,contains,116,Rent arrears,Service,Society
67,Council and community housing,,4/3/13,4/3/13,,Function,66,Housing,contains,151,Right to buy your home,Service,Society
67,Council and community housing,,4/3/13,4/3/13,,Function,66,Housing,contains,868,Social housing policy,Service,Society
67,Council and community housing,,4/3/13,4/3/13,,Function,66,Housing,contains,654,Tenant housing alterations,Service,Society
67,Council and community housing,,4/3/13,4/3/13,,Function,66,Housing,contains,1012,Tenant participation,Service,Society
67,Council and community housing,,4/3/13,4/3/13,,Function,66,Housing,contains,665,Tenant support,Service,Society
67,Council and community housing,,4/3/13,4/3/13,,Function,66,Housing,contains,101,Unauthorised house occupants,Service,Society
68,Homelessness and prevention,,4/3/13,4/3/13,,Function,66,Housing,contains,112,Homelessness support,Service,Society
68,Homelessness and prevention,,4/3/13,4/3/13,,Function,66,Housing,contains,1714,Hostels and emergency accommodation,Service,Society
69,Housing advice,,4/3/13,4/3/13,,Function,66,Housing,contains,1285,Conveyancing,Service,Society
69,Housing advice,,4/3/13,4/3/13,,Function,66,Housing,contains,109,Council tenant advice,Service,Society
69,Housing advice,,4/3/13,4/3/13,,Function,66,Housing,contains,664,Drainage,Service,Society
69,Housing advice,,4/3/13,4/3/13,,Function,66,Housing,contains,880,Energy efficiency,Service,Society
69,Housing advice,,4/3/13,4/3/13,,Function,66,Housing,contains,661,Housing and public health,Service,Society
69,Housing advice,,4/3/13,4/3/13,,Function,66,Housing,contains,110,Housing legal advice,Service,Society
69,Housing advice,,4/3/13,4/3/13,,Function,66,Housing,contains,1124,Housing mediation,Service,Society
69,Housing advice,,4/3/13,4/3/13,,Function,66,Housing,contains,1719,Local authority mortgage scheme (LAMS),Service,Society
69,Housing advice,,4/3/13,4/3/13,,Function,66,Housing,contains,1617,Mortgage references,Service,Society
69,Housing advice,,4/3/13,4/3/13,,Function,66,Housing,contains,652,Private housing advice,Service,Society
69,Housing advice,,4/3/13,4/3/13,,Function,66,Housing,contains,108,Private tenant advice,Service,Society
69,Housing advice,,4/3/13,4/3/13,,Function,66,Housing,contains,1720,Shared home ownership,Service,Society
70,Improvements and repairs,,4/3/13,4/3/13,,Function,66,Housing,contains,140,Communal housing repairs,Service,Society
70,Improvements and repairs,,4/3/13,4/3/13,,Function,66,Housing,contains,129,Council home modernisation,Service,Society
70,Improvements and repairs,,4/3/13,4/3/13,,Function,66,Housing,contains,125,Demolitions - alternative housing,Service,Society
70,Improvements and repairs,,4/3/13,4/3/13,,Function,66,Housing,contains,126,Demolitions - disturbance allowance,Service,Society
70,Improvements and repairs,,4/3/13,4/3/13,,Function,66,Housing,contains,127,Demolitions - tenants' responsibilities,Service,Society
70,Improvements and repairs,,4/3/13,4/3/13,,Function,66,Housing,contains,139,Emergency out of hours housing repairs,Service,Society
70,Improvements and repairs,,4/3/13,4/3/13,,Function,66,Housing,contains,666,House surveying - major repairs,Service,Society
70,Improvements and repairs,,4/3/13,4/3/13,,Function,66,Housing,contains,1054,Housing Care and Repair scheme,Service,Society
70,Improvements and repairs,,4/3/13,4/3/13,,Function,66,Housing,contains,132,Housing improvements - temporary accommodation,Service,Society
70,Improvements and repairs,,4/3/13,4/3/13,,Function,66,Housing,contains,144,Housing modernisation schemes,Service,Society
70,Improvements and repairs,,4/3/13,4/3/13,,Function,66,Housing,contains,141,Housing repairs,Service,Society
70,Improvements and repairs,,4/3/13,4/3/13,,Function,66,Housing,contains,146,Rechargeable home repairs,Service,Society
71,Multiple occupancy homes,,4/3/13,4/3/13,,Function,66,Housing,contains,149,Fair rents inspection,Service,Society
71,Multiple occupancy homes,,4/3/13,4/3/13,,Function,66,Housing,contains,716,Houses in multiple occupation register,Service,Society
71,Multiple occupancy homes,,4/3/13,4/3/13,,Function,66,Housing,contains,150,Houses in multiple occupation safety inspection,Service,Society
71,Multiple occupancy homes,,4/3/13,4/3/13,,Function,66,Housing,contains,717,Landlord accreditation,Service,Society
72,Leisure and culture,,4/3/13,4/3/13,,Function,,,,,,,Society
73,Arts and entertainment,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,1372,Art commissions,Service,Society
73,Arts and entertainment,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,884,Arts development,Service,Society
73,Arts and entertainment,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,838,Arts organisations and events,Service,Society
73,Arts and entertainment,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,1517,Music rooms and recording studios,Service,Society
74,Events and exhibitions,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,468,Countryside events,Service,Society
74,Events and exhibitions,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,624,Exhibitions,Service,Society
74,Events and exhibitions,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,463,Outdoor events,Service,Society
75,Leisure activities,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,465,Fishing ,Service,Society
75,Leisure activities,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,241,Leisure and social activities inclusion,Service,Society
75,Leisure activities,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,456,Leisure passes,Service,Society
75,Leisure activities,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,640,Older people's  activities,Service,Society
75,Leisure activities,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,642,Young people's drop in activities,Service,Society
75,Leisure activities,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,643,Young people's organised activities,Service,Society
76,Libraries,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,448,Archives,Service,Education
76,Libraries,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,1601,Book start,Service,Education
76,Libraries,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,449,Children's libraries,Service,Education
76,Libraries,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,1061,European Public Information Centre (EPIC) network,Service,Education
76,Libraries,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,438,Joining a library,Service,Education
76,Libraries,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,439,Library catalogues,Service,Education
76,Libraries,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,1062,Library collections,Service,Education
76,Libraries,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,442,Library computers and the internet,Service,Education
76,Libraries,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,437,Library facilities,Service,Education
76,Libraries,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,443,Library fines,Service,Education
76,Libraries,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,445,Library information services,Service,Education
76,Libraries,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,440,Library loan renewals,Service,Education
76,Libraries,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,1141,Library loans,Service,Education
76,Libraries,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,441,Library reservations,Service,Education
76,Libraries,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,446,Library sales,Service,Education
76,Libraries,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,444,Mobile libraries,Service,Education
76,Libraries,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,1063,Online library resources,Service,Education
76,Libraries,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,1064,Scottish Parliamentary information,Service,Education
76,Libraries,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,447,Special library collections,Service,Education
76,Libraries,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,865,Special needs library facilities,Service,Education
76,Libraries,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,1286,Teenagers' library services,Service,Education
77,Local history and heritage,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,604,"Archive loans, donations, bequests and sales",Service,Society
77,Local history and heritage,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,605,Archive withdrawals,Service,Society
77,Local history and heritage,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,841,Historic sites maintenance,Service,Society
77,Local history and heritage,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,849,Memorial provision and maintenance,Service,Society
78,Museums and galleries,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,839,Museum and gallery shops,Service,Society
78,Museums and galleries,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,1018,Museum collections,Service,Society
78,Museums and galleries,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,1020,Museum events and exhibitions,Service,Society
78,Museums and galleries,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,620,Museums and galleries,Service,Society
78,Museums and galleries,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,621,Museums and galleries - loans donations and bequests,Service,Society
79,Religion and culture,,4/3/13,4/3/13,,Function,72,Leisure and culture,,,,,Society
80,Sports and sporting venues,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,336,Municipal golf courses,Service,Society
80,Sports and sporting venues,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,1081,Outdoor activity centres,Service,Society
80,Sports and sporting venues,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,641,Sports club directory,Service,Society
80,Sports and sporting venues,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,885,Sports development,Service,Society
80,Sports and sporting venues,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,881,Sports equipment hire,Service,Society
80,Sports and sporting venues,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,451,Sports facilities,Service,Society
80,Sports and sporting venues,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,1674,Swimming pools,Service,Society
81,Tourism,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,1108,Camping and caravan sites,Service,Society
81,Tourism,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,733,Local attractions,Service,Society
81,Tourism,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,734,Tourist accommodation,Service,Society
81,Tourism,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,623,Tourist information centres,Service,Society
81,Tourism,,4/3/13,4/3/13,,Function,72,Leisure and culture,contains,1109,Zoos and farm parks,Service,Society
82,"Licences, permits and permissions",,4/3/13,4/3/13,,Function,,,,,,,Business and economy
83,Alcohol and entertainment,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1165,Adventure activities licence,Service,Business and economy
83,Alcohol and entertainment,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1069,Children's certificate,Service,Business and economy
83,Alcohol and entertainment,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1296,Civil marriage and civil partnership venue licence,Service,Business and economy
83,Alcohol and entertainment,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,646,Club premises certificate,Service,Business and economy
83,Alcohol and entertainment,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1692,Early morning restrictions orders,Service,Business and economy
83,Alcohol and entertainment,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1357,Greyhound racing track licence,Service,Business and economy
83,Alcohol and entertainment,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1048,Permission to film and photograph,Service,Business and economy
83,Alcohol and entertainment,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1049,Permission to host events,Service,Business and economy
83,Alcohol and entertainment,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,910,Personal alcohol and entertainment licence,Service,Business and economy
83,Alcohol and entertainment,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,860,Premises  licence,Service,Business and economy
83,Alcohol and entertainment,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1193,Private club registration,Service,Business and economy
83,Alcohol and entertainment,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1153,Public processions,Service,Business and economy
83,Alcohol and entertainment,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,842,Sports grounds safety certificate,Service,Business and economy
83,Alcohol and entertainment,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1256,Sports stands safety certificate,Service,Business and economy
83,Alcohol and entertainment,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1160,Stage hypnotism licence,Service,Business and economy
83,Alcohol and entertainment,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1580,Street parties permission,Service,Business and economy
83,Alcohol and entertainment,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1071,Temporary event notice,Service,Business and economy
83,Alcohol and entertainment,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,318,Wedding venue licence,Service,Business and economy
84,Animals,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1173,Animal by-products licence,Service,Business and economy
84,Animals,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1249,Animal medicines and medicated feed registration,Service,Business and economy
84,Animals,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1174,Animal transport licence,Service,Business and economy
84,Animals,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1175,Animal transport vehicle licence,Service,Business and economy
84,Animals,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1176,Animals (scientific procedures) licence,Service,Business and economy
84,Animals,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1180,Approval of meat plants with veterinary attendance,Service,Business and economy
84,Animals,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1182,Artificial reproduction of animals licence,Service,Business and economy
84,Animals,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,374,Boarding animals licence,Service,Business and economy
84,Animals,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,376,Dangerous animals licence,Service,Business and economy
84,Animals,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,377,Dog breeding licence,Service,Business and economy
84,Animals,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1236,Guard dog kennels licence,Service,Business and economy
84,Animals,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1219,Horse passport,Service,Business and economy
84,Animals,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1220,Horse passport issuer licence,Service,Business and economy
84,Animals,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1221,Hot branding of equines licence,Service,Business and economy
84,Animals,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1292,Notification - cattle movement,Service,Business and economy
84,Animals,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1077,Performing animals licence,Service,Business and economy
84,Animals,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,375,Pet shop licence,Service,Business and economy
84,Animals,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1335,Pig movement notification,Service,Business and economy
84,Animals,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1246,Quarantine kennel licence,Service,Business and economy
84,Animals,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,696,Riding establishment licence,Service,Business and economy
84,Animals,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,706,Sheep and goat movement licence,Service,Business and economy
84,Animals,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1258,Slaughterman licence,Service,Business and economy
84,Animals,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1267,Vehicle immobiliser licence,Service,Business and economy
84,Animals,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1269,Veterinary medical products marketing authorisation,Service,Business and economy
84,Animals,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1233,Veterinary nurse listing,Service,Business and economy
84,Animals,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1268,Veterinary surgeon licence,Service,Business and economy
84,Animals,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1231,Wild and protected bird licence,Service,Business and economy
84,Animals,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,699,Zoo licence,Service,Business and economy
85,Building and construction,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,650,Accommodation certificates,Service,Business and economy
85,Building and construction,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1187,Building inspector authorisation,Service,Business and economy
85,Building and construction,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,383,Building materials licence,Service,Business and economy
85,Building and construction,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1186,Competent person (building) registration,Service,Business and economy
85,Building and construction,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1355,"Consent for cellars, pavement lights and ventilators under street",Service,Business and economy
85,Building and construction,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1240,Construction project notification,Service,Business and economy
85,Building and construction,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1209,Energy assessor certificate,Service,Business and economy
85,Building and construction,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1655,Highway planting licence,Service,Business and economy
85,Building and construction,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,898,Homes in multiple occupancy licence,Service,Business and economy
85,Building and construction,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1354,"Licence for bridges, buildings, beams and cables over or along highway",Service,Business and economy
85,Building and construction,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1210,Pollution control - inspection and regulation of premises - Part B processes,Service,Business and economy
85,Building and construction,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,708,Pollution control - Part A(2) and Part B processes,Service,Business and economy
85,Building and construction,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,382,Scaffolding and hoarding licence,Service,Business and economy
85,Building and construction,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1691,Selective area housing licences,Service,Business and economy
85,Building and construction,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1690,Selective housing areas,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1163,Actuary registration,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,681,Acupuncturist registration,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1172,Analytical chemist registration,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1177,Anti-money laundering registration,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1181,Architect registration,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,379,Auction premises licence,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1184,Audit work registration,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1185,Barrister registration,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,385,Butchers shop licence,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,743,Caravan site licence,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1189,Chartered surveyor registration,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1192,Claims management licence,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1194,Company registration,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1195,Consumer credit licence,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1197,Conveyancer licence,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1198,CRB Registered Body,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1199,CRB umbrella body licence,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,683,Credit licence,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,398,Door supervisor licence,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1242,Estate agents redress scheme,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1211,Executry practitioner registration,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,617,Farmers markets,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1213,Farrier registration,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,648,House to house collection licence,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1225,Insolvency practitioner registration,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1226,Inspector of weights and measures certificate,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1227,Laser or intense pulsed light treatment licence,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1228,Law costs draftsman licence,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1348,Leaflet distribution consent,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1229,Legal executive authorisation,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,782,Local markets,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1234,London Olympics association right licence,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,679,Market event licence,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,616,Market stall rental,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,389,Massage and special treatment licence,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1294,Massage and special treatments therapist registration,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1717,Moveable dwelling site licence,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1243,Patent attorney or agent registration,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1245,Personal data processing registration,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1329,Petrol vapour recovery regulation,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1161,Private landlord registration,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1038,Registering business premises,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1328,Regulation of dry cleaning premises,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1253,Revenue trader/authorised warehousekeeper licence,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,682,Second hand goods licence,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,388,Sex establishment licence,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1259,Social landlord registration,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1260,Solicitors practising certificate,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1330,Solvent emissions regulation,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,647,Street collection licence,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,400,Street trading licence,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,678,Sunday trading notification,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,680,"Tattooist, piercing and electrolysis registration",Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1264,Trade mark agent or attorney registration,Service,Business and economy
